session_id,user_id,search_date,query_category,query_length_words,results_returned,zero_results,clicked_result,successful_search,time_to_first_click_seconds,clicked_rank,watch_minutes_after_search,search_error
SES0014505,USR02137,2026-05-07,Shopping,6,29,0,1,0,8.9,2,0.48,0
SES0014506,USR02137,2026-05-17,How-to,4,16,0,0,0,,,0.0,0
SES0014507,USR02137,2026-05-09,News,4,18,0,1,1,11.9,3,3.24,0
SES0014508,USR02137,2026-05-16,Music,3,24,0,1,1,11.4,7,6.33,0
SES0014509,USR02138,2026-05-08,Entertainment,4,21,0,1,1,14.3,2,4.04,0
SES0014510,USR02138,2026-05-21,Entertainment,5,23,0,0,0,,,0.0,0
SES0014511,USR02138,2026-05-26,Music,4,20,0,0,0,,,0.0,0
SES0014512,USR02138,2026-05-05,Music,6,19,0,0,0,,,0.0,0
SES0014513,USR02138,2026-05-20,Entertainment,3,23,0,0,0,,,0.0,0
SES0014514,USR02138,2026-05-26,Entertainment,5,0,1,0,0,,,0.0,0
SES0014515,USR02138,2026-05-18,Entertainment,5,18,0,0,0,,,0.0,0
SES0014516,USR02138,2026-05-21,News,3,26,0,0,0,,,0.0,0
SES0014517,USR02138,2026-05-01,Entertainment,4,15,0,1,1,6.1,2,19.73,0
SES0014518,USR02138,2026-05-08,Entertainment,4,0,1,0,0,,,0.0,0
SES0014519,USR02138,2026-05-26,News,8,21,0,1,1,6.6,2,3.34,0
SES0014520,USR02138,2026-05-09,How-to,5,25,0,1,1,5.6,2,18.19,0
SES0014521,USR02138,2026-05-15,News,7,16,0,1,1,11.9,3,8.72,0
SES0014522,USR02138,2026-05-08,Music,4,21,0,0,0,,,0.0,0
SES0014523,USR02139,2026-05-27,Shopping,7,0,1,0,0,,,0.0,0
SES0014524,USR02139,2026-05-27,How-to,2,23,0,1,1,9.3,1,2.11,0
SES0014525,USR02139,2026-05-07,Shopping,4,23,0,1,1,9.7,5,2.28,0
SES0014526,USR02139,2026-05-24,Music,5,23,0,0,0,,,0.0,0
SES0014527,USR02139,2026-05-17,Entertainment,4,17,0,1,0,5.1,1,1.09,0
SES0014528,USR02139,2026-05-08,News,6,19,0,1,1,10.4,2,6.79,0
SES0014529,USR02139,2026-05-13,How-to,5,25,0,1,1,8.5,3,2.62,0
SES0014530,USR02139,2026-05-03,News,3,21,0,1,1,11.9,4,2.21,0
SES0014531,USR02139,2026-05-17,Entertainment,4,25,0,1,1,8.4,1,7.76,0
SES0014532,USR02139,2026-05-14,News,5,19,0,0,0,,,0.0,0
SES0014533,USR02139,2026-05-25,News,3,17,0,0,0,,,0.0,0
SES0014534,USR02140,2026-05-27,Entertainment,2,16,0,1,1,5.4,1,9.02,0
SES0014535,USR02140,2026-05-20,Music,4,21,0,0,0,,,0.0,0
SES0014536,USR02140,2026-05-09,Entertainment,7,25,0,1,0,8.3,3,0.38,0
SES0014537,USR02140,2026-05-25,How-to,3,21,0,0,0,,,0.0,0
SES0014538,USR02140,2026-05-28,Shopping,6,20,0,1,1,17.2,7,3.21,0
SES0014539,USR02140,2026-05-06,How-to,4,22,0,1,1,7.2,6,8.18,0
SES0014540,USR02141,2026-05-01,Music,1,23,0,1,1,15.6,5,10.34,0
SES0014541,USR02141,2026-05-19,How-to,5,18,0,0,0,,,0.0,0
SES0014542,USR02141,2026-05-03,How-to,2,17,0,1,1,11.7,1,6.31,0
SES0014543,USR02141,2026-05-05,News,4,22,0,0,0,,,0.0,0
SES0014544,USR02141,2026-05-16,How-to,2,24,0,0,0,,,0.0,0
SES0014545,USR02141,2026-05-07,Entertainment,3,14,0,1,1,6.8,1,14.4,0
SES0014546,USR02141,2026-05-08,Music,2,20,0,0,0,,,0.0,0
SES0014547,USR02142,2026-05-23,Entertainment,3,20,0,1,1,17.0,2,7.19,0
SES0014548,USR02142,2026-05-25,Entertainment,5,13,0,1,1,7.9,1,7.38,0
SES0014549,USR02142,2026-05-20,How-to,4,22,0,0,0,,,0.0,0
SES0014550,USR02142,2026-05-12,Entertainment,5,25,0,0,0,,,0.0,0
SES0014551,USR02143,2026-05-13,Entertainment,5,16,0,0,0,,,0.0,0
SES0014552,USR02143,2026-05-03,Entertainment,4,21,0,0,0,,,0.0,0
SES0014553,USR02143,2026-05-17,Entertainment,7,0,1,0,0,,,0.0,0
SES0014554,USR02143,2026-05-10,Entertainment,2,16,0,1,1,8.0,3,16.64,0
SES0014555,USR02143,2026-05-19,Entertainment,3,11,0,0,0,,,0.0,0
SES0014556,USR02144,2026-05-04,Shopping,7,22,0,0,0,,,0.0,0
SES0014557,USR02144,2026-05-27,Entertainment,2,20,0,0,0,,,0.0,0
SES0014558,USR02144,2026-05-07,How-to,6,18,0,1,1,6.9,8,7.43,0
SES0014559,USR02144,2026-05-06,How-to,4,10,0,1,1,8.4,2,7.79,0
SES0014560,USR02144,2026-05-23,Entertainment,4,15,0,1,1,6.9,4,4.17,0
SES0014561,USR02144,2026-05-16,How-to,2,23,0,1,1,19.9,5,15.28,0
SES0014562,USR02145,2026-05-02,News,6,18,0,1,1,5.1,7,8.01,0
SES0014563,USR02145,2026-05-20,Entertainment,5,19,0,1,1,5.0,1,4.24,0
SES0014564,USR02145,2026-05-17,Entertainment,3,23,0,1,1,19.4,1,5.48,0
SES0014565,USR02145,2026-05-06,Music,5,25,0,0,0,,,0.0,0
SES0014566,USR02145,2026-05-14,News,4,28,0,1,1,6.9,2,2.8,0
SES0014567,USR02146,2026-05-26,Shopping,7,9,0,0,0,,,0.0,0
SES0014568,USR02146,2026-05-16,Entertainment,7,19,0,0,0,,,0.0,0
SES0014569,USR02146,2026-05-11,How-to,3,24,0,1,1,2.2,2,3.97,0
SES0014570,USR02146,2026-05-23,News,3,20,0,0,0,,,0.0,0
SES0014571,USR02146,2026-05-22,How-to,3,27,0,1,1,10.1,1,5.09,0
SES0014572,USR02146,2026-05-05,Entertainment,5,24,0,1,1,18.5,2,2.51,0
SES0014573,USR02146,2026-05-26,Shopping,8,0,1,0,0,,,0.0,0
SES0014574,USR02147,2026-05-09,Shopping,5,22,0,1,0,15.1,1,0.54,0
SES0014575,USR02147,2026-05-05,Entertainment,2,23,0,0,0,,,0.0,0
SES0014576,USR02147,2026-05-25,Entertainment,2,18,0,1,1,12.4,1,20.3,0
SES0014577,USR02147,2026-05-27,Entertainment,2,19,0,1,1,14.8,2,13.23,0
SES0014578,USR02147,2026-05-14,Entertainment,4,18,0,1,1,17.7,7,7.41,0
SES0014579,USR02147,2026-05-05,Entertainment,4,20,0,1,1,18.9,1,3.13,0
SES0014580,USR02148,2026-05-08,Entertainment,6,17,0,1,1,4.9,6,4.51,0
SES0014581,USR02148,2026-05-21,How-to,1,25,0,1,1,8.6,1,7.58,0
SES0014582,USR02148,2026-05-01,How-to,2,22,0,0,0,,,0.0,0
SES0014583,USR02148,2026-05-03,Shopping,1,24,0,0,0,,,0.0,0
SES0014584,USR02149,2026-05-01,Entertainment,3,14,0,1,1,14.1,7,5.93,0
SES0014585,USR02149,2026-05-15,Music,2,11,0,0,0,,,0.0,0
SES0014586,USR02149,2026-05-25,Entertainment,5,15,0,1,1,20.0,3,9.16,0
SES0014587,USR02149,2026-05-28,Entertainment,5,14,0,1,1,8.5,2,15.96,0
SES0014588,USR02149,2026-05-18,Entertainment,6,22,0,1,1,12.3,6,8.66,0
SES0014589,USR02149,2026-05-05,Music,5,16,0,1,1,7.8,3,8.3,0
SES0014590,USR02149,2026-05-16,Music,3,21,0,1,1,7.3,2,3.57,0
SES0014591,USR02149,2026-05-08,How-to,4,20,0,1,1,12.2,1,7.18,0
SES0014592,USR02150,2026-05-26,How-to,5,19,0,1,1,7.4,2,2.67,0
SES0014593,USR02150,2026-05-12,Entertainment,5,0,1,0,0,,,0.0,0
SES0014594,USR02150,2026-05-05,How-to,3,15,0,0,0,,,0.0,0
SES0014595,USR02150,2026-05-25,Entertainment,4,22,0,1,1,5.4,4,9.3,0
SES0014596,USR02150,2026-05-18,Shopping,3,25,0,1,1,6.9,2,9.52,0
SES0014597,USR02151,2026-05-22,How-to,4,12,0,1,1,9.7,1,8.18,0
SES0014598,USR02151,2026-05-08,Shopping,5,15,0,1,1,12.9,3,5.99,0
SES0014599,USR02151,2026-05-07,How-to,2,15,0,1,0,11.8,1,0.19,0
SES0014600,USR02151,2026-05-22,How-to,2,0,1,0,0,,,0.0,0
SES0014601,USR02151,2026-05-02,How-to,3,0,1,0,0,,,0.0,0
SES0014602,USR02151,2026-05-28,Entertainment,3,15,0,1,1,15.3,4,5.8,0
SES0014603,USR02151,2026-05-10,Entertainment,6,16,0,0,0,,,0.0,0
SES0014604,USR02152,2026-05-22,News,2,0,1,0,0,,,0.0,0
SES0014605,USR02152,2026-05-23,How-to,3,25,0,1,1,7.6,2,6.38,0
SES0014606,USR02152,2026-05-01,How-to,4,23,0,0,0,,,0.0,0
SES0014607,USR02152,2026-05-12,How-to,2,28,0,0,0,,,0.0,0
SES0014608,USR02152,2026-05-18,Shopping,4,20,0,1,1,9.2,7,2.05,0
SES0014609,USR02152,2026-05-14,Entertainment,4,26,0,1,1,4.9,2,10.96,0
SES0014610,USR02153,2026-05-01,Music,2,22,0,1,1,10.9,11,25.34,0
SES0014611,USR02153,2026-05-04,Shopping,4,16,0,0,0,,,0.0,0
SES0014612,USR02153,2026-05-20,Music,3,16,0,1,1,6.3,3,8.61,0
SES0014613,USR02153,2026-05-07,Shopping,6,23,0,1,1,18.7,3,3.82,0
SES0014614,USR02153,2026-05-01,Music,3,12,0,0,0,,,0.0,0
SES0014615,USR02153,2026-05-14,Music,5,26,0,1,1,18.4,7,7.11,0
SES0014616,USR02153,2026-05-09,Entertainment,2,21,0,1,1,13.9,2,12.99,0
SES0014617,USR02153,2026-05-12,Shopping,3,11,0,0,0,,,0.0,0
SES0014618,USR02153,2026-05-08,Entertainment,8,17,0,0,0,,,0.0,0
SES0014619,USR02153,2026-05-01,How-to,3,20,0,0,0,,,0.0,0
SES0014620,USR02153,2026-05-27,Shopping,3,11,0,0,0,,,0.0,0
SES0014621,USR02153,2026-05-28,News,3,23,0,1,1,20.7,2,2.71,0
SES0014622,USR02153,2026-05-27,Entertainment,4,15,0,1,1,12.8,1,5.56,0
SES0014623,USR02154,2026-05-22,Music,4,19,0,0,0,,,0.0,0
SES0014624,USR02154,2026-05-27,News,8,19,0,1,1,5.6,1,8.44,0
SES0014625,USR02154,2026-05-27,Entertainment,4,15,0,1,1,35.5,1,4.72,0
SES0014626,USR02154,2026-05-13,Entertainment,5,21,0,1,1,4.7,4,8.84,0
SES0014627,USR02155,2026-05-20,News,3,21,0,1,1,7.6,1,2.83,0
SES0014628,USR02155,2026-05-18,Shopping,3,15,0,1,1,27.7,2,8.46,0
SES0014629,USR02155,2026-05-06,How-to,3,0,1,0,0,,,0.0,0
SES0014630,USR02155,2026-05-20,Entertainment,2,20,0,1,1,4.4,2,9.04,0
SES0014631,USR02155,2026-05-25,Entertainment,2,21,0,0,0,,,0.0,0
SES0014632,USR02156,2026-05-02,Music,6,23,0,1,1,8.2,11,27.05,0
SES0014633,USR02156,2026-05-15,How-to,6,15,0,0,0,,,0.0,0
SES0014634,USR02156,2026-05-07,How-to,5,28,0,1,1,12.7,1,3.91,0
SES0014635,USR02157,2026-05-18,Entertainment,5,13,0,1,1,6.2,1,3.92,0
SES0014636,USR02157,2026-05-07,Entertainment,1,9,0,0,0,,,0.0,0
SES0014637,USR02157,2026-05-26,News,6,26,0,1,1,15.4,2,8.65,0
SES0014638,USR02157,2026-05-11,Entertainment,6,23,0,0,0,,,0.0,0
SES0014639,USR02157,2026-05-27,Entertainment,4,23,0,0,0,,,0.0,0
SES0014640,USR02157,2026-05-12,Music,4,20,0,0,0,,,0.0,0
SES0014641,USR02157,2026-05-01,How-to,4,23,0,1,1,10.4,3,2.35,0
SES0014642,USR02157,2026-05-13,Entertainment,4,21,0,1,1,11.5,9,8.88,0
SES0014643,USR02157,2026-05-04,News,2,19,0,1,0,7.8,6,1.93,0
SES0014644,USR02158,2026-05-22,How-to,7,22,0,0,0,,,0.0,0
SES0014645,USR02158,2026-05-21,Entertainment,3,23,0,1,1,17.5,2,2.51,0
SES0014646,USR02158,2026-05-24,Music,6,28,0,1,1,7.1,2,6.74,0
SES0014647,USR02158,2026-05-18,Music,6,23,0,0,0,,,0.0,0
SES0014648,USR02158,2026-05-13,Shopping,3,18,0,1,1,4.5,1,12.45,0
SES0014649,USR02158,2026-05-19,Music,1,24,0,1,1,13.1,3,8.56,0
SES0014650,USR02159,2026-05-26,How-to,5,23,0,0,0,,,0.0,0
SES0014651,USR02159,2026-05-14,How-to,4,21,0,1,1,8.7,2,5.78,0
SES0014652,USR02159,2026-05-06,Music,5,9,0,1,1,10.8,6,9.33,0
SES0014653,USR02159,2026-05-09,Entertainment,2,24,0,0,0,,,0.0,0
SES0014654,USR02160,2026-05-14,News,7,25,0,1,0,17.7,2,0.83,0
SES0014655,USR02160,2026-05-03,Music,3,0,1,0,0,,,0.0,0
SES0014656,USR02160,2026-05-19,Entertainment,4,18,0,1,1,3.7,2,4.78,0
SES0014657,USR02161,2026-05-13,Entertainment,2,9,0,1,1,15.0,7,15.29,0
SES0014658,USR02161,2026-05-10,Music,4,18,0,0,0,,,0.0,0
SES0014659,USR02161,2026-05-20,Entertainment,3,19,0,1,1,17.9,3,7.13,0
SES0014660,USR02161,2026-05-20,Entertainment,4,21,0,0,0,,,0.0,0
SES0014661,USR02161,2026-05-21,News,1,26,0,1,1,16.6,3,2.43,0
SES0014662,USR02161,2026-05-20,Music,4,22,0,0,0,,,0.0,0
SES0014663,USR02162,2026-05-01,Music,4,11,0,1,1,5.0,1,7.89,0
SES0014664,USR02162,2026-05-24,Music,1,21,0,0,0,,,0.0,0
SES0014665,USR02162,2026-05-25,Shopping,5,23,0,1,1,21.9,6,3.38,0
SES0014666,USR02162,2026-05-28,Shopping,8,19,0,0,0,,,0.0,0
SES0014667,USR02162,2026-05-02,Music,4,26,0,1,1,22.3,1,5.56,0
SES0014668,USR02162,2026-05-04,Music,4,18,0,1,1,7.3,5,11.43,0
SES0014669,USR02162,2026-05-26,Music,2,21,0,1,1,9.4,2,11.28,0
SES0014670,USR02162,2026-05-01,How-to,3,20,0,1,1,7.1,1,11.12,0
SES0014671,USR02162,2026-05-06,How-to,3,12,0,1,1,15.3,2,8.79,0
SES0014672,USR02163,2026-05-20,Music,4,0,1,0,0,,,0.0,0
SES0014673,USR02163,2026-05-18,Entertainment,3,20,0,0,0,,,0.0,0
SES0014674,USR02163,2026-05-01,News,6,0,1,0,0,,,0.0,0
SES0014675,USR02163,2026-05-10,Music,6,25,0,1,1,13.9,1,4.73,0
SES0014676,USR02163,2026-05-27,How-to,6,12,0,0,0,,,0.0,0
SES0014677,USR02163,2026-05-28,Shopping,4,24,0,0,0,,,0.0,0
SES0014678,USR02163,2026-05-28,Entertainment,2,20,0,0,0,,,0.0,0
SES0014679,USR02164,2026-05-15,Music,3,19,0,1,1,14.6,5,35.68,0
SES0014680,USR02164,2026-05-16,How-to,5,23,0,0,0,,,0.0,0
SES0014681,USR02164,2026-05-05,Music,3,13,0,0,0,,,0.0,0
SES0014682,USR02164,2026-05-17,How-to,4,15,0,0,0,,,0.0,0
SES0014683,USR02164,2026-05-04,Music,2,18,0,0,0,,,0.0,0
SES0014684,USR02164,2026-05-22,How-to,2,14,0,1,0,16.7,1,1.52,0
SES0014685,USR02164,2026-05-22,Entertainment,4,16,0,1,1,25.3,1,3.75,0
SES0014686,USR02165,2026-05-08,How-to,3,22,0,0,0,,,0.0,0
SES0014687,USR02165,2026-05-15,How-to,1,15,0,1,1,12.7,1,6.33,0
SES0014688,USR02165,2026-05-17,Entertainment,3,14,0,1,1,13.6,3,6.79,0
SES0014689,USR02165,2026-05-02,How-to,4,24,0,1,1,4.7,1,11.09,0
SES0014690,USR02165,2026-05-14,How-to,2,26,0,0,0,,,0.0,0
SES0014691,USR02165,2026-05-15,Shopping,7,26,0,1,1,13.1,1,4.98,0
SES0014692,USR02165,2026-05-07,Entertainment,4,20,0,0,0,,,0.0,0
SES0014693,USR02165,2026-05-22,Entertainment,3,22,0,1,1,4.4,3,8.74,0
SES0014694,USR02166,2026-05-02,News,3,14,0,0,0,,,0.0,0
SES0014695,USR02166,2026-05-01,How-to,5,17,0,0,0,,,0.0,0
SES0014696,USR02166,2026-05-07,Shopping,1,17,0,1,1,9.2,1,3.84,0
SES0014697,USR02166,2026-05-02,How-to,4,14,0,0,0,,,0.0,0
SES0014698,USR02166,2026-05-14,Music,4,19,0,1,0,12.9,2,1.85,0
SES0014699,USR02167,2026-05-17,Music,3,22,0,0,0,,,0.0,0
SES0014700,USR02167,2026-05-13,Entertainment,2,16,0,1,1,18.6,4,2.45,0
SES0014701,USR02167,2026-05-16,Shopping,5,22,0,0,0,,,0.0,0
SES0014702,USR02167,2026-05-25,How-to,5,21,0,1,1,8.6,1,14.52,0
SES0014703,USR02167,2026-05-21,Shopping,5,18,0,1,1,24.0,1,2.3,0
SES0014704,USR02167,2026-05-04,Entertainment,6,25,0,0,0,,,0.0,0
SES0014705,USR02167,2026-05-17,How-to,7,21,0,0,0,,,0.0,0
SES0014706,USR02167,2026-05-08,Music,2,18,0,1,1,8.7,4,2.17,0
SES0014707,USR02167,2026-05-26,Music,2,20,0,0,0,,,0.0,0
SES0014708,USR02167,2026-05-06,How-to,7,19,0,1,1,21.7,3,6.54,0
SES0014709,USR02167,2026-05-17,Music,2,24,0,0,0,,,0.0,0
SES0014710,USR02168,2026-05-05,How-to,5,21,0,0,0,,,0.0,0
SES0014711,USR02168,2026-05-16,How-to,3,12,0,0,0,,,0.0,0
SES0014712,USR02168,2026-05-12,Music,5,14,0,0,0,,,0.0,0
SES0014713,USR02168,2026-05-25,How-to,4,18,0,0,0,,,0.0,0
SES0014714,USR02169,2026-05-13,How-to,2,23,0,0,0,,,0.0,0
SES0014715,USR02169,2026-05-26,Entertainment,7,14,0,1,1,13.8,1,3.6,0
SES0014716,USR02169,2026-05-19,Music,4,20,0,1,0,9.1,2,1.04,0
SES0014717,USR02169,2026-05-08,How-to,4,21,0,1,1,7.9,1,4.31,0
SES0014718,USR02169,2026-05-02,Music,2,17,0,1,1,9.8,1,12.62,0
SES0014719,USR02169,2026-05-02,How-to,2,12,0,1,1,14.9,8,7.12,0
SES0014720,USR02169,2026-05-06,Entertainment,8,17,0,1,1,6.2,1,3.02,0
SES0014721,USR02169,2026-05-20,How-to,4,16,0,1,1,10.8,5,7.53,0
SES0014722,USR02169,2026-05-24,Shopping,5,14,0,0,0,,,0.0,0
SES0014723,USR02169,2026-05-08,Music,9,12,0,1,1,22.5,2,10.09,0
SES0014724,USR02169,2026-05-22,Music,6,0,1,0,0,,,0.0,0
SES0014725,USR02170,2026-05-10,How-to,3,13,0,1,1,6.9,2,4.56,0
SES0014726,USR02170,2026-05-21,Entertainment,6,0,1,0,0,,,0.0,0
SES0014727,USR02170,2026-05-14,Shopping,4,18,0,0,0,,,0.0,0
SES0014728,USR02170,2026-05-02,How-to,5,15,0,1,1,5.5,1,9.79,0
SES0014729,USR02170,2026-05-28,Music,4,0,1,0,0,,,0.0,0
SES0014730,USR02170,2026-05-06,News,3,23,0,1,1,10.2,1,6.46,0
SES0014731,USR02170,2026-05-05,News,4,22,0,0,0,,,0.0,0
SES0014732,USR02170,2026-05-14,Music,3,19,0,0,0,,,0.0,0
SES0014733,USR02170,2026-05-01,Music,3,19,0,1,1,11.9,2,14.78,0
SES0014734,USR02171,2026-05-05,Entertainment,4,21,0,1,1,23.8,1,13.18,0
SES0014735,USR02171,2026-05-03,News,4,15,0,0,0,,,0.0,0
SES0014736,USR02171,2026-05-02,News,4,13,0,0,0,,,0.0,0
SES0014737,USR02171,2026-05-10,How-to,4,33,0,1,1,10.5,6,4.67,0
SES0014738,USR02171,2026-05-26,Entertainment,5,17,0,0,0,,,0.0,0
SES0014739,USR02172,2026-05-11,Music,5,22,0,1,1,3.5,1,12.18,0
SES0014740,USR02172,2026-05-10,Entertainment,3,18,0,0,0,,,0.0,0
SES0014741,USR02172,2026-05-18,Entertainment,5,15,0,0,0,,,0.0,0
SES0014742,USR02172,2026-05-26,News,5,16,0,0,0,,,0.0,0
SES0014743,USR02173,2026-05-20,Entertainment,3,22,0,0,0,,,0.0,0
SES0014744,USR02173,2026-05-03,Shopping,3,11,0,1,0,7.1,4,0.47,0
SES0014745,USR02173,2026-05-25,Entertainment,7,19,0,0,0,,,0.0,0
SES0014746,USR02174,2026-05-13,Music,5,0,0,0,0,,,0.0,1
SES0014747,USR02174,2026-05-26,How-to,3,20,0,1,1,6.3,3,2.09,0
SES0014748,USR02174,2026-05-22,Music,6,23,0,0,0,,,0.0,0
SES0014749,USR02174,2026-05-19,News,2,16,0,0,0,,,0.0,0
SES0014750,USR02174,2026-05-03,How-to,4,0,1,0,0,,,0.0,0
SES0014751,USR02174,2026-05-10,Shopping,6,14,0,1,1,10.7,1,8.03,0
SES0014752,USR02174,2026-05-14,News,4,16,0,1,1,6.0,1,5.31,0
SES0014753,USR02174,2026-05-08,How-to,5,19,0,0,0,,,0.0,0
SES0014754,USR02174,2026-05-04,Entertainment,5,19,0,1,1,18.0,10,10.3,0
SES0014755,USR02174,2026-05-18,How-to,5,18,0,1,0,12.0,5,0.5,0
SES0014756,USR02175,2026-05-10,Music,4,0,1,0,0,,,0.0,0
SES0014757,USR02175,2026-05-20,Entertainment,4,22,0,0,0,,,0.0,0
SES0014758,USR02175,2026-05-28,How-to,5,14,0,1,1,15.6,4,7.06,0
SES0014759,USR02175,2026-05-12,Music,5,18,0,1,1,5.4,1,18.7,0
SES0014760,USR02175,2026-05-02,Entertainment,2,0,0,0,0,,,0.0,1
SES0014761,USR02175,2026-05-04,News,6,13,0,1,1,10.3,3,12.71,0
SES0014762,USR02175,2026-05-25,Entertainment,6,0,0,0,0,,,0.0,1
SES0014763,USR02175,2026-05-07,News,3,21,0,0,0,,,0.0,0
SES0014764,USR02175,2026-05-05,Shopping,6,17,0,0,0,,,0.0,0
SES0014765,USR02176,2026-05-10,How-to,4,22,0,0,0,,,0.0,0
SES0014766,USR02176,2026-05-22,News,3,21,0,0,0,,,0.0,0
SES0014767,USR02176,2026-05-28,Entertainment,7,14,0,1,1,6.5,4,3.28,0
SES0014768,USR02176,2026-05-14,How-to,2,0,1,0,0,,,0.0,0
SES0014769,USR02176,2026-05-18,How-to,6,22,0,1,1,9.1,2,8.88,0
SES0014770,USR02176,2026-05-24,Entertainment,4,23,0,1,1,6.3,1,8.61,0
SES0014771,USR02176,2026-05-09,Music,6,26,0,1,1,4.1,1,8.95,0
SES0014772,USR02176,2026-05-26,How-to,8,17,0,1,1,12.8,1,10.05,0
SES0014773,USR02176,2026-05-12,Music,5,15,0,0,0,,,0.0,0
SES0014774,USR02177,2026-05-11,Entertainment,4,22,0,0,0,,,0.0,0
SES0014775,USR02177,2026-05-26,Entertainment,7,12,0,0,0,,,0.0,0
SES0014776,USR02177,2026-05-01,News,2,19,0,0,0,,,0.0,0
SES0014777,USR02177,2026-05-23,Shopping,6,16,0,0,0,,,0.0,0
SES0014778,USR02177,2026-05-20,How-to,4,21,0,1,1,11.2,1,9.95,0
SES0014779,USR02177,2026-05-07,Entertainment,3,26,0,0,0,,,0.0,0
SES0014780,USR02178,2026-05-03,Music,1,10,0,1,1,6.0,5,2.81,0
SES0014781,USR02178,2026-05-23,Entertainment,5,18,0,0,0,,,0.0,0
SES0014782,USR02178,2026-05-27,News,1,14,0,1,1,10.1,2,12.18,0
SES0014783,USR02178,2026-05-11,News,5,15,0,1,1,17.7,3,3.46,0
SES0014784,USR02178,2026-05-19,Music,5,22,0,1,1,9.0,1,2.98,0
SES0014785,USR02179,2026-05-23,How-to,1,14,0,0,0,,,0.0,0
SES0014786,USR02179,2026-05-11,How-to,2,0,1,0,0,,,0.0,0
SES0014787,USR02179,2026-05-24,How-to,5,12,0,1,1,3.6,1,2.64,0
SES0014788,USR02180,2026-05-12,Entertainment,4,0,1,0,0,,,0.0,0
SES0014789,USR02180,2026-05-23,Entertainment,2,20,0,0,0,,,0.0,0
SES0014790,USR02180,2026-05-03,Music,4,12,0,1,1,9.4,1,4.63,0
SES0014791,USR02180,2026-05-08,Music,4,24,0,0,0,,,0.0,0
SES0014792,USR02180,2026-05-24,News,8,21,0,1,1,16.6,4,6.35,0
SES0014793,USR02180,2026-05-19,Shopping,3,0,1,0,0,,,0.0,0
SES0014794,USR02180,2026-05-03,Entertainment,4,14,0,0,0,,,0.0,0
SES0014795,USR02180,2026-05-16,Music,4,21,0,1,1,10.9,2,3.82,0
SES0014796,USR02180,2026-05-14,Entertainment,5,22,0,0,0,,,0.0,0
SES0014797,USR02181,2026-05-16,How-to,5,25,0,0,0,,,0.0,0
SES0014798,USR02181,2026-05-06,News,3,14,0,1,1,10.9,1,2.64,0
SES0014799,USR02181,2026-05-22,Music,2,15,0,1,0,13.7,3,1.5,0
SES0014800,USR02181,2026-05-25,News,8,21,0,0,0,,,0.0,0
SES0014801,USR02181,2026-05-01,Shopping,4,0,1,0,0,,,0.0,0
SES0014802,USR02181,2026-05-14,Music,4,20,0,1,1,6.9,5,2.62,0
SES0014803,USR02181,2026-05-09,Entertainment,2,20,0,0,0,,,0.0,0
SES0014804,USR02182,2026-05-18,Shopping,4,0,1,0,0,,,0.0,0
SES0014805,USR02182,2026-05-05,Shopping,4,16,0,1,0,6.4,1,1.14,0
SES0014806,USR02182,2026-05-26,Entertainment,4,24,0,1,1,5.9,1,3.26,0
SES0014807,USR02182,2026-05-04,Shopping,5,21,0,1,1,11.9,5,2.79,0
SES0014808,USR02182,2026-05-04,How-to,3,21,0,0,0,,,0.0,0
SES0014809,USR02182,2026-05-18,How-to,8,25,0,0,0,,,0.0,0
SES0014810,USR02182,2026-05-15,Music,6,18,0,1,1,22.9,1,10.63,0
SES0014811,USR02183,2026-05-04,How-to,5,16,0,1,0,6.7,3,0.82,0
SES0014812,USR02183,2026-05-13,Entertainment,8,21,0,1,1,18.2,4,7.49,0
SES0014813,USR02183,2026-05-16,Entertainment,1,22,0,1,1,6.3,5,3.71,0
SES0014814,USR02183,2026-05-11,Entertainment,4,21,0,1,1,15.2,2,3.42,0
SES0014815,USR02183,2026-05-25,Music,3,22,0,1,1,9.0,1,7.66,0
SES0014816,USR02183,2026-05-11,How-to,3,18,0,0,0,,,0.0,0
SES0014817,USR02183,2026-05-16,News,3,17,0,1,1,20.4,2,10.12,0
SES0014818,USR02183,2026-05-26,How-to,3,14,0,0,0,,,0.0,0
SES0014819,USR02183,2026-05-21,Entertainment,7,11,0,0,0,,,0.0,0
SES0014820,USR02184,2026-05-24,Shopping,3,22,0,1,1,8.2,5,7.82,0
SES0014821,USR02184,2026-05-18,News,6,20,0,1,1,6.9,2,2.99,0
SES0014822,USR02184,2026-05-10,Music,6,19,0,0,0,,,0.0,0
SES0014823,USR02184,2026-05-08,Entertainment,3,0,1,0,0,,,0.0,0
SES0014824,USR02184,2026-05-11,Entertainment,5,20,0,1,0,5.9,1,1.34,0
SES0014825,USR02184,2026-05-04,Music,3,21,0,1,1,13.2,4,7.83,0
SES0014826,USR02184,2026-05-01,Entertainment,4,26,0,1,1,8.1,1,12.57,0
SES0014827,USR02184,2026-05-28,Music,5,15,0,1,1,13.1,1,7.56,0
SES0014828,USR02184,2026-05-03,Entertainment,1,17,0,0,0,,,0.0,0
SES0014829,USR02184,2026-05-03,Music,6,13,0,0,0,,,0.0,0
SES0014830,USR02184,2026-05-06,Music,5,24,0,1,1,3.4,1,17.4,0
SES0014831,USR02184,2026-05-19,How-to,7,0,1,0,0,,,0.0,0
SES0014832,USR02185,2026-05-28,How-to,3,20,0,1,1,21.5,3,20.37,0
