user_id,variant,assigned_at,platform,region,user_tenure
USR01881,control,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR01882,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR01883,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR01884,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR01885,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01886,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01887,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR01888,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01889,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01890,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR01891,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01892,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR01893,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR01894,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR01895,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01896,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01897,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01898,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01899,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01900,improved_results,2026-05-01T00:00:00Z,TV,Canada,Existing
USR01901,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01902,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01903,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01904,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01905,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR01906,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR01907,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01908,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR01909,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01910,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01911,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR01912,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR01913,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01914,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR01915,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01916,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR01917,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR01918,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01919,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR01920,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01921,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01922,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01923,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01924,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01925,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR01926,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01927,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR01928,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR01929,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01930,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01931,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01932,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01933,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR01934,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01935,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01936,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01937,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR01938,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR01939,control,2026-05-01T00:00:00Z,TV,United States,New
USR01940,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01941,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01942,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01943,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01944,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01945,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01946,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01947,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01948,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR01949,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR01950,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01951,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR01952,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR01953,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01954,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR01955,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR01956,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01957,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01958,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01959,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01960,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01961,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01962,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01963,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR01964,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01965,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR01966,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01967,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR01968,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01969,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01970,control,2026-05-01T00:00:00Z,TV,United States,New
USR01971,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01972,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01973,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01974,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01975,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01976,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR01977,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR01978,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01979,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR01980,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01981,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR01982,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01983,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01984,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01985,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR01986,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR01987,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01988,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR01989,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR01990,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01991,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR01992,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01993,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR01994,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01995,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01996,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR01997,improved_results,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR01998,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR01999,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02000,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR02001,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02002,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR02003,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02004,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR02005,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02006,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02007,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR02008,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02009,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02010,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR02011,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02012,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02013,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02014,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,New
USR02015,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02016,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR02017,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,New
USR02018,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02019,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02020,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02021,control,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR02022,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR02023,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02024,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02025,control,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR02026,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02027,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02028,control,2026-05-01T00:00:00Z,TV,United States,New
USR02029,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02030,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02031,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02032,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02033,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,New
USR02034,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02035,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,Existing
USR02036,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02037,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02038,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR02039,control,2026-05-01T00:00:00Z,TV,Other,New
USR02040,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02041,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR02042,control,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR02043,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02044,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02045,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02046,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02047,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02048,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02049,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02050,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02051,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR02052,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02053,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02054,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02055,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02056,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02057,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02058,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02059,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02060,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02061,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR02062,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02063,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02064,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02065,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02066,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02067,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02068,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02069,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02070,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02071,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02072,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02073,control,2026-05-01T00:00:00Z,TV,Canada,New
USR02074,improved_results,2026-05-01T00:00:00Z,Desktop,Other,New
USR02075,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02076,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02077,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02078,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02079,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02080,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02081,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR02082,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02083,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02084,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02085,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02086,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02087,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02088,improved_results,2026-05-01T00:00:00Z,TV,Other,New
USR02089,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02090,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02091,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02092,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR02093,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02094,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02095,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02096,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02097,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02098,improved_results,2026-05-01T00:00:00Z,TV,Canada,Existing
USR02099,control,2026-05-01T00:00:00Z,Mobile,Other,New
USR02100,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02101,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR02102,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02103,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,New
USR02104,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02105,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02106,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02107,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR02108,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02109,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02110,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR02111,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02112,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02113,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02114,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02115,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02116,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02117,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02118,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR02119,improved_results,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR02120,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02121,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02122,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02123,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02124,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02125,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02126,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02127,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02128,improved_results,2026-05-01T00:00:00Z,Mobile,Other,New
USR02129,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02130,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02131,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02132,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02133,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,New
USR02134,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02135,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02136,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02137,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02138,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02139,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02140,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02141,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02142,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02143,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02144,control,2026-05-01T00:00:00Z,Desktop,Other,New
USR02145,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02146,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02147,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02148,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02149,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02150,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02151,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02152,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02153,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02154,improved_results,2026-05-01T00:00:00Z,TV,Canada,Existing
USR02155,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02156,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02157,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02158,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02159,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02160,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR02161,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02162,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02163,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02164,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02165,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02166,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02167,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02168,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02169,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02170,control,2026-05-01T00:00:00Z,Desktop,Canada,Existing
USR02171,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02172,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02173,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02174,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02175,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02176,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02177,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02178,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02179,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02180,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02181,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02182,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR02183,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02184,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02185,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02186,improved_results,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02187,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02188,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02189,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02190,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02191,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02192,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02193,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02194,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02195,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02196,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02197,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,New
USR02198,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02199,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02200,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02201,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02202,control,2026-05-01T00:00:00Z,Desktop,United States,New
USR02203,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02204,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR02205,improved_results,2026-05-01T00:00:00Z,TV,United Kingdom,New
USR02206,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02207,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02208,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02209,control,2026-05-01T00:00:00Z,TV,Canada,New
USR02210,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02211,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02212,improved_results,2026-05-01T00:00:00Z,TV,United States,Existing
USR02213,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02214,improved_results,2026-05-01T00:00:00Z,TV,United States,New
USR02215,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02216,improved_results,2026-05-01T00:00:00Z,Desktop,Other,New
USR02217,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02218,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02219,control,2026-05-01T00:00:00Z,TV,Other,Existing
USR02220,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02221,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02222,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02223,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02224,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02225,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02226,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02227,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02228,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02229,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02230,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR02231,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02232,control,2026-05-01T00:00:00Z,Mobile,United Kingdom,Existing
USR02233,control,2026-05-01T00:00:00Z,Desktop,Canada,New
USR02234,control,2026-05-01T00:00:00Z,TV,United States,New
USR02235,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02236,improved_results,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02237,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02238,improved_results,2026-05-01T00:00:00Z,Desktop,Other,New
USR02239,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02240,control,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR02241,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02242,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02243,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02244,control,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02245,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02246,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02247,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02248,control,2026-05-01T00:00:00Z,Desktop,United Kingdom,Existing
USR02249,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02250,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02251,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR02252,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02253,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02254,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02255,control,2026-05-01T00:00:00Z,TV,United States,Existing
USR02256,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02257,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02258,control,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02259,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,New
USR02260,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02261,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02262,control,2026-05-01T00:00:00Z,Desktop,United States,Existing
USR02263,improved_results,2026-05-01T00:00:00Z,Desktop,United States,New
USR02264,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02265,improved_results,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02266,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02267,improved_results,2026-05-01T00:00:00Z,Mobile,United States,New
USR02268,improved_results,2026-05-01T00:00:00Z,Mobile,Canada,Existing
USR02269,improved_results,2026-05-01T00:00:00Z,Desktop,Other,Existing
USR02270,control,2026-05-01T00:00:00Z,Mobile,Other,Existing
USR02271,control,2026-05-01T00:00:00Z,Mobile,United States,New
USR02272,improved_results,2026-05-01T00:00:00Z,TV,Other,Existing
USR02273,control,2026-05-01T00:00:00Z,Mobile,United States,Existing
USR02274,control,2026-05-01T00:00:00Z,Desktop,Canada,New
USR02275,improved_results,2026-05-01T00:00:00Z,Desktop,United States,Existing
